RefID,Reviewer,RW_conductivity_check,Focal: Salt/Ion type (if known) OR Conductivity,Measurement,Units for salt concentration_original,SaltUnits,Minimum concentration_original,Maximum concentration_original,Rate of change in salt (if applicaple),Temperature (C),TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,min.cond.corr.uScm,max.cond.corr.uScm
1,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,71.9,152,NA,31.1 -31.28,31.1,31.28,NA,NA,NA,71.9,152
1,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,71.9,152,NA,31.1 -31.28,31.1,31.28,NA,NA,NA,71.9,152
1,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,71.9,152,NA,31.1 -31.28,31.1,31.28,NA,NA,NA,71.9,152
1,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,71.9,152,NA,31.1 -31.28,31.1,31.28,NA,NA,NA,71.9,152
10,Rich,specific conductivity,NaHCO3,NaHCO3,uS/cm,µS/cm,856,3649,NA,21.6-27.6,21.6,27.6,NA,NA,NA,856,3649
10,Rich,specific conductivity,NaHCO3,NaHCO3,uS/cm,µS/cm,856,3649,NA,21.6-27.6,21.6,27.6,NA,NA,NA,856,3649
14,Abigail,specific conductivity,SO42,SO4 2-,uS/cm,µS/cm,673,2386,NA,23.3-24.10,23.3,24.1,NA,NA,NA,673,2386
14,Abigail,specific conductivity,SO42,SO4 2-,uS/cm,µS/cm,673,2386,NA,23.3-24.10,23.3,24.1,NA,NA,NA,673,2386
14,Abigail,specific conductivity,SO42,SO4 2-,uS/cm,µS/cm,673,2386,NA,23.3-24.10,23.3,24.1,NA,NA,NA,673,2386
14,Abigail,specific conductivity,SO42,SO4 2-,uS/cm,µS/cm,673,2386,NA,23.3-24.9,23.3,24.9,NA,NA,NA,673,2386
14,Abigail,specific conductivity,SO42,SO4 2-,uS/cm,µS/cm,673,2386,NA,23.3-24.8,23.3,24.8,NA,NA,NA,673,2386
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Joshua,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,NA,NA,180,1400
17,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,NA,NA,180,1400
17,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,NA,NA,180,1400
17,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,NA,NA,180,1400
17,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,NA,NA,180,1400
17,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,180,1400,NA,20,20,NA,NA,NA,NA,180,1400
18,Lucy,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,2023.1,6205,NA,18.3-19.4,18.3,19.4,NA,NA,NA,2023.1,6205
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,50,NA,20,20,NA,NA,NA,NA,1000,50000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,100,NA,20,20,NA,NA,NA,NA,1000,1.00E+05
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,100,NA,20,20,NA,NA,NA,NA,1000,1.00E+05
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,50,NA,20,20,NA,NA,NA,NA,1000,50000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,50,NA,20,20,NA,NA,NA,NA,1000,50000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,100,NA,20,20,NA,NA,NA,NA,1000,1.00E+05
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
20,Abigail,specific conductivity,conductivity,Conductivity,mS cm ^-1,mS/cm,1,180,NA,20,20,NA,NA,NA,NA,1000,180000
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
21,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,1,2579,NA,seasonal,seasonal,NA,NA,NA,NA,1,2579
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
22,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,22,644,NA,NA,NA,NA,NA,NA,NA,22,644
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
26,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,16,1617,NA,seasonal,seasonal,NA,NA,NA,NA,16,1617
28,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,265.6,1220.1,NA,NA,NA,NA,NA,NA,NA,265.6,1220.1
28,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,265.6,1220.1,NA,NA,NA,NA,NA,NA,NA,265.6,1220.1
29,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,17.7,350,NA,NA,NA,NA,NA,NA,NA,17.7,350
30,Sally,specific conductivity,"SO4, HCO3","SO4, HCO3",uS/cm,µS/cm,41,1170.9,NA,NA,NA,NA,NA,NA,NA,41,1170.9
30,Sally,specific conductivity,"SO4, HCO4","SO4, HCO4",uS/cm,µS/cm,41,1170.9,NA,NA,NA,NA,NA,NA,NA,41,1170.9
30,Sally,specific conductivity,"SO4, HCO5","SO4, HCO5",uS/cm,µS/cm,41,1170.9,NA,NA,NA,NA,NA,NA,NA,41,1170.9
30,Sally,specific conductivity,"SO4, HCO6","SO4, HCO6",uS/cm,µS/cm,41,1170.9,NA,NA,NA,NA,NA,NA,NA,41,1170.9
30,Sally,specific conductivity,"SO4, HCO7","SO4, HCO7",uS/cm,µS/cm,41,1170.9,NA,NA,NA,NA,NA,NA,NA,41,1170.9
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
31,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,25,970,NA,10.9-17.5,10.9,17.5,NA,NA,NA,25,970
33,Lucy,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,0.088,0.276,NA,20.02-24.6,20.02,24.6,NA,NA,NA,88,276
33,Lucy,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,0.088,0.276,NA,20.02-24.5,20.02,24.5,NA,NA,NA,88,276
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
36,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,602,867,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"15.1, 14.9, 11.1",602,867
38,Joshua,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,221,57200,NA,25.2-31,25.2,31,NA,NA,NA,221,57200
41,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Joshua,specific conductivity,Conductivity,Conductivity,umho/cm,Âµmho/cm,169,230,NA,18.18-20.16,18.18,20.16,NA,NA,NA,169,230
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,15.9-26.8,15.9,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,1025,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,1025,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
45,Joshua,specific conductivity,Conductivity,Conductivity,us/cm,µS/cm,940,2890,NA,12.8-26.8,12.8,26.8,NA,NA,NA,940,2890
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
47,Abigail,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
48,Joshua,not provided ,Conductivity,Conductivity,not given,Not provided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
49,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
51,Lucy,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,NA,NA,NA,10500,62600
51,Lucy,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,NA,NA,NA,10500,62600
51,Lucy,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,NA,NA,NA,10500,62600
51,Lucy,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,NA,NA,NA,10500,62600
52,Sally,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,35.4,92.1,NA,8.7-16.7,8.7,16.7,NA,NA,NA,35.4,92.1
