RefID,Reviewer,RW_conductivity_check,Focal: Salt/Ion type (if known) OR Conductivity,Measurement,Units for salt concentration_original,SaltUnits,Minimum concentration_original,Maximum concentration_original,Rate of change in salt (if applicaple),Temperature (C),TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,min.cond.corr.uScm,max.cond.corr.uScm
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
299,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,21,1856,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,21,1856
300,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,25,1383,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,25,1383
300,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,25,1383,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,25,1383
300,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,25,1383,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,25,1383
300,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,25,1383,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,25,1383
300,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,25,1383,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,25,1383
301,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,15,10000,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,15,10000
301,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,15,10000,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,15,10000
301,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,30,1500,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,30,1500
301,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,15,10000,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,15,10000
301,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,30,1500,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,30,1500
302,Carl,specific conductivity,Specific conductance (Dominant ions are Ca Mg SO4 HCO3),Specific Conductance,uS/cm,µS/cm,15,3794,NA,ambient,Ambient,NA,NA,Dominant ions are Ca Mg SO4 HCO3,NA,15,3794
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
303,Jo,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,27.9,199.9,NA,12.2-24.6,12.2,24.6,NA,NA,NA,0.279,1.999
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
305,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
306,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.68,8.5,NA,NA,NA,NA,NA,NA,NA,1680,8500
306,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.68,8.5,NA,NA,NA,NA,NA,NA,NA,1680,8500
306,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.68,8.5,NA,NA,NA,NA,NA,NA,NA,1680,8500
308,Rich,specific conductivity,conductivity (SO4:HCO3 ratio),Conductivity,uS/cm,µS/cm,25,1418,NA,NA,NA,NA,NA,conductivity (SO4:HCO3 ratio),NA,25,1418
308,Rich,specific conductivity,conductivity (SO4:HCO3 ratio),Conductivity,uS/cm,µS/cm,25,1418,NA,NA,NA,NA,NA,conductivity (SO4:HCO3 ratio),NA,25,1418
308,Rich,specific conductivity,conductivity (SO4:HCO3 ratio),Conductivity,uS/cm,µS/cm,25,1418,NA,NA,NA,NA,NA,conductivity (SO4:HCO3 ratio),NA,25,1418
308,Rich,specific conductivity,conductivity (SO4:HCO3 ratio),Conductivity,uS/cm,µS/cm,25,1418,NA,NA,NA,NA,NA,conductivity (SO4:HCO3 ratio),NA,25,1418
308,Rich,specific conductivity,conductivity (SO4:HCO3 ratio),Conductivity,uS/cm,µS/cm,25,1418,NA,NA,NA,NA,NA,conductivity (SO4:HCO3 ratio),NA,25,1418
308,Rich,specific conductivity,conductivity (SO4:HCO3 ratio),Conductivity,uS/cm,µS/cm,25,1418,NA,NA,NA,NA,NA,conductivity (SO4:HCO3 ratio),NA,25,1418
310,Rich,specific conductivity,conductivity,Conductivity,Î¼Scmâ€“1,µS/cm,25,29,NA,17.9 - 26,17.9,26,NA,NA,NA,25,29
310,Rich,specific conductivity,conductivity,Conductivity,Î¼Scmâ€“1,µS/cm,25,29,NA,17.9 - 26,17.9,26,NA,NA,NA,25,29
310,Rich,specific conductivity,conductivity,Conductivity,Î¼Scmâ€“1,µS/cm,25,29,NA,17.9 - 26,17.9,26,NA,NA,NA,25,29
310,Rich,specific conductivity,conductivity,Conductivity,Î¼Scmâ€“1,µS/cm,25,29,NA,17.9 - 26,17.9,26,NA,NA,NA,25,29
310,Rich,specific conductivity,conductivity,Conductivity,Î¼Scmâ€“1,µS/cm,25,29,NA,17.9 - 26,17.9,26,NA,NA,NA,25,29
310,Rich,specific conductivity,conductivity,Conductivity,Î¼Scmâ€“1,µS/cm,25,29,NA,17.9 - 26,17.9,26,NA,NA,NA,25,29
311,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,500,15000,NA,NA,NA,NA,NA,NA,NA,500,15000
312,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,21.3,171.6,NA,NA,NA,NA,NA,NA,NA,21.3,171.6
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,0.13,20,NA,NA,NA,NA,NA,NA,NA,130,20000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,0.13,30,NA,NA,NA,NA,NA,NA,NA,130,30000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,0.13,30,NA,NA,NA,NA,NA,NA,NA,130,30000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,4,12,NA,NA,NA,NA,NA,NA,NA,4000,12000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,2,10,NA,NA,NA,NA,NA,NA,NA,2000,10000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,4,12,NA,NA,NA,NA,NA,NA,NA,4000,12000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,4,12,NA,NA,NA,NA,NA,NA,NA,4000,12000
316,Carl,specific conductivity,sodium chloride,NaCl,mS / cm,mS/cm,2,10,NA,NA,NA,NA,NA,NA,NA,2000,10000
317,Rich,specific conductivity,Electric Conductance,Conductivity,umohs/cm,Âµmho/cm,50,650,NA,22.4 - 31,22.4,31,NA,NA,NA,50,650
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
318,Abigail,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,6,125,NA,NA,NA,NA,NA,NA,NA,6,125
