Taxonomic_classification,Threat_Reclassified,RefID,Min_Concentration_ppm,Max_Concentration_ppm,Measurement
Mollusca,Road Salts,374,250,2188,MgCl2
Mollusca,Road Salts,374,250,4367,NaCl
Mollusca,Road Salts,374,250,4367,NaCl
Mollusca,Road Salts,374,250,2188,MgCl2
Mollusca,Road Salts,374,250,4367,NaCl
Zooplankton,Road Salts,374,250,4367,NaCl
Zooplankton,Road Salts,374,250,4367,NaCl
Zooplankton,Road Salts,374,250,3559,CaCl2
Crustacean,Road Salts,374,250,2188,MgCl2
Crustacean,Road Salts,374,250,3559,CaCl2
Crustacean,Road Salts,374,250,3559,CaCl2
Crustacean,Road Salts,374,250,3559,CaCl2
Mollusca,Road Salts,374,250,4367,NaCl
Mollusca,Road Salts,374,250,2188,MgCl2
Mollusca,Road Salts,374,250,3559,CaCl2
Mollusca,Road Salts,374,250,3559,CaCl2
Mollusca,Road Salts,374,250,3559,CaCl2
Mollusca,Road Salts,374,250,2188,MgCl2
Zooplankton,Road Salts,374,250,2188,MgCl2
Zooplankton,Road Salts,374,250,4367,NaCl
Zooplankton,Road Salts,374,250,2188,MgCl2
Zooplankton,Road Salts,374,250,2188,MgCl2
Zooplankton,Road Salts,374,250,3559,CaCl2
Zooplankton,Road Salts,374,250,3559,CaCl2
Mollusca,Road Salts,374,250,3559,CaCl2
Mollusca,Road Salts,374,250,3559,CaCl2
Crustacean,Energy Extraction,375,0,32000,MgSO4
Crustacean,Energy Extraction,375,0,32000,NaSO4
Crustacean,Energy Extraction,375,0,32000,CaSO4
Fish,Energy Extraction,375,0,32000,MgSO4
Fish,Energy Extraction,375,0,32000,NaSO4
Fish,Energy Extraction,375,0,32000,CaSO4
Insect,Energy Extraction,375,0,32000,MgSO4
Insect,Energy Extraction,375,0,32000,NaSO4
Insect,Energy Extraction,375,0,32000,CaSO4
Mollusca,Energy Extraction,375,0,32000,MgSO4
Mollusca,Energy Extraction,375,0,32000,NaSO4
Mollusca,Energy Extraction,375,0,32000,CaSO4
Insect,"Tolerance, Mechanistic, Osmoreg",385,7012.799999999999,9934.8,NaCl
Insect,"Tolerance, Mechanistic, Osmoreg",385,7012.799999999999,19285.2,NaCl
Insect,1,386,5.63,8.02,Cl-
Insect,1,386,5.63,8.02,Cl-
Insect,1,386,5.63,8.02,Cl-
Insect,1,386,5.63,8.02,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Insect,1,387,2.43,11.06,Cl-
Zooplankton,Urban/Indust,392,0,16.4,NO3-
Zooplankton,Urban/Indust,392,0,16.4,NO3-
Zooplankton,Urban/Indust,392,0,16.4,NO3-
Zooplankton,Urban/Indust,392,0,16.4,NO3-
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,2540,Artifical Seawater
Zooplankton,Urban/Indust,393,0,2660,NaCl
Zooplankton,Urban/Indust,393,0,2660,NaCl
Zooplankton,Urban/Indust,393,0,2540,Artifical Seawater
Zooplankton,Urban/Indust,393,0,2660,NaCl
Zooplankton,Urban/Indust,393,0,2540,Artifical Seawater
Zooplankton,Urban/Indust,393,0,440,NaCl
Zooplankton,Urban/Indust,393,0,2660,NaCl
Zooplankton,Urban/Indust,393,0,2540,Artifical Seawater
Zooplankton,Urban/Indust,393,0,2660,NaCl
Zooplankton,Urban/Indust,393,0,2540,Artifical Seawater
Zooplankton,Urban/Indust,393,0,4420,salt water intrusion
Insect,Climate/Intrusion,397,0,15,NH4+
Insect,Climate/Intrusion,397,0,15,NH4+
Insect,Climate/Intrusion,397,0,15,NH4+
Insect,Climate/Intrusion,397,0,15,NH4+
Insect,Climate/Intrusion,397,0,15,NH4+
Crustacean,"Tolerance, Mechanistic, Osmoreg",399,100,25600,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",399,100,25600,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",400,10,1000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",400,10,1000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",405,0,30000,NaCl
Zooplankton,Urban/Indust,408,0,6000,NaCl
"non-insect, non-arthropod","Tolerance, Mechanistic, Osmoreg",413,0,13000,NaCl
"non-insect, non-arthropod","Tolerance, Mechanistic, Osmoreg",413,0,16000,NaCl
Zooplankton,Urban/Indust,414,2,52,NO3-
Insect,Agriculture,415,1.15,14.09,Ca2+
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.7725000000000002,8.8625,Cl-
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.7725000000000002,8.8625,Cl-
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.7725000000000002,8.8625,Cl-
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.7725000000000002,8.8625,Cl-
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.1495,5.7475,Na+
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.1495,5.7475,Na+
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.1495,5.7475,Na+
Crustacean,"Tolerance, Mechanistic, Osmoreg",422,1.1495,5.7475,Na+
Zooplankton,Climate/Intrusion,430,100,600,Cl-
Zooplankton,Climate/Intrusion,430,100,600,Cl-
Zooplankton,Climate/Intrusion,430,100,600,Cl-
Zooplankton,Climate/Intrusion,430,100,600,Cl-
Zooplankton,Climate/Intrusion,430,100,600,Cl-
Zooplankton,Climate/Intrusion,430,100,600,Cl-
Zooplankton,Climate/Intrusion,430,100,1500,Cl-
Zooplankton,Climate/Intrusion,430,100,1500,Cl-
Zooplankton,Climate/Intrusion,430,100,1500,Cl-
Zooplankton,Climate/Intrusion,430,100,1500,Cl-
Fish,Energy Extraction,431,20,12800,SO4 2-
Insect,Energy Extraction,431,20,12800,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Mollusca,Energy Extraction,431,20,6400,SO4 2-
Fish,Energy Extraction,431,20,12800,SO4 2-
Insect,Energy Extraction,431,20,12800,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Mollusca,Energy Extraction,431,20,6400,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Fish,Energy Extraction,431,20,12800,SO4 2-
Fish,Energy Extraction,431,20,12800,SO4 2-
Insect,Energy Extraction,431,20,12800,SO4 2-
Insect,Energy Extraction,431,20,12800,SO4 2-
Mollusca,Energy Extraction,431,20,6400,SO4 2-
Mollusca,Energy Extraction,431,20,6400,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Zooplankton,Energy Extraction,431,20,3200,SO4 2-
Mollusca,Energy Extraction,431,20,6400,SO4 2-
Fish,Energy Extraction,431,20,12800,SO4 2-
Zooplankton,Anthropogenic: Multiple sources,432,0,16,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,3,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,15,Cl-
Crustacean,Anthropogenic: Multiple sources,432,0,8,Cl-
Insect,Anthropogenic: Multiple sources,432,0,8,Cl-
"non-insect, non-arthropod",Anthropogenic: Multiple sources,432,0,8,Cl-
"non-insect, non-arthropod",Anthropogenic: Multiple sources,432,0,8,Cl-
Fish,Anthropogenic: Multiple sources,432,0,8,Cl-
Fish,Anthropogenic: Multiple sources,432,0,8,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,16,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,3,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,15,Cl-
Crustacean,Anthropogenic: Multiple sources,432,0,8,Cl-
Insect,Anthropogenic: Multiple sources,432,0,8,Cl-
"non-insect, non-arthropod",Anthropogenic: Multiple sources,432,0,8,Cl-
"non-insect, non-arthropod",Anthropogenic: Multiple sources,432,0,8,Cl-
Fish,Anthropogenic: Multiple sources,432,0,8,Cl-
Fish,Anthropogenic: Multiple sources,432,0,16,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,16,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,16,Cl-
Zooplankton,Anthropogenic: Multiple sources,432,0,16,Cl-
Crustacean,Anthropogenic: Multiple sources,432,0,16,Cl-
Fish,Anthropogenic: Multiple sources,432,0,16,Cl-
Insect,Anthropogenic: Multiple sources,432,0,16,Cl-
"non-insect, non-arthropod",Anthropogenic: Multiple sources,432,0,16,Cl-
"non-insect, non-arthropod",Anthropogenic: Multiple sources,432,0,16,Cl-
Fish,Anthropogenic: Multiple sources,432,0,8,Cl-
Crustacean,Aquaculture,433,0,6000,NaCl
Crustacean,Aquaculture,433,0,6000,NaCl
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Zooplankton,Urban/Indust,434,10,725,SO4 2-
Crustacean,Urban/Indust,434,10,725,SO4 2-
Crustacean,Urban/Indust,434,10,725,SO4 2-
amphibian,Urban/Indust,434,10,725,SO4 2-
amphibian,Urban/Indust,434,10,725,SO4 2-
amphibian,Urban/Indust,434,10,725,SO4 2-
amphibian,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
Fish,Urban/Indust,434,10,725,SO4 2-
amphibian,Agriculture,436,140,5600,NaCl
amphibian,Agriculture,436,140,5600,NaCl
amphibian,Agriculture,436,140,5600,NaCl
amphibian,Anthropogenic: Multiple sources,439,2000,350000,NaCl
amphibian,Anthropogenic: Multiple sources,439,2000,350000,NaCl
amphibian,Anthropogenic: Multiple sources,439,2000,350000,NaCl
amphibian,Anthropogenic: Multiple sources,439,2000,350000,NaCl
amphibian,Anthropogenic: Multiple sources,439,2000,350000,NaCl
amphibian,Anthropogenic: Multiple sources,439,2000,350000,NaCl
amphibian,Agriculture,443,140,5250,NaCl
amphibian,Agriculture,443,140,5250,NaCl
amphibian,Agriculture,443,140,5250,NaCl
amphibian,Road Salts,454,0,9000,NaCl
amphibian,Road Salts,454,0,9000,NaCl
amphibian,Road Salts,454,0,11000,NaCl
amphibian,Road Salts,454,0,11000,NaCl
amphibian,Road Salts,454,0,9000,NaCl
amphibian,Road Salts,454,0,11000,NaCl
amphibian,Road Salts,454,0,11000,NaCl
amphibian,Road Salts,454,0,9000,NaCl
amphibian,Road Salts,454,0,7000,NaCl
amphibian,Road Salts,454,0,7000,NaCl
amphibian,Road Salts,454,0,13000,NaCl
amphibian,Road Salts,454,0,13000,NaCl
amphibian,Road Salts,455,0.39,9750,NaCl
amphibian,Road Salts,455,0.39,1030,NaCl
amphibian,Road Salts,455,0.39,1030,NaCl
amphibian,Road Salts,455,0.39,9750,NaCl
amphibian,Road Salts,455,0.39,1030,NaCl
amphibian,Road Salts,455,0.39,9750,NaCl
amphibian,Road Salts,461,0,8,mixture
amphibian,Road Salts,461,0,8,mixture
amphibian,Road Salts,461,0,8,mixture
amphibian,Road Salts,461,0,8,mixture
amphibian,Road Salts,466,0,5.6,NaCl
Zooplankton,Urban/Indust,469,7,15,NO3-
Zooplankton,Urban/Indust,469,110,200,sulfite
Zooplankton,Urban/Indust,469,1.3,3.05,K+
Mollusca,Agriculture,473,0,24,mixture (carbonate relationship)
Mollusca,Agriculture,473,0,24,mixture (carbonate relationship)
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,249,Na+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Zooplankton,Anthropogenic: Multiple sources,477,0,11,K+
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,34,326,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,34,326,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,34,326,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,34,326,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,34,326,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,36,316,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,53,320,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,34,326,CaCO3
Crustacean,"Tolerance, Mechanistic, Osmoreg",479,9,31,CaCO3
Zooplankton,Road Salts,481,30,1900,NaCl
Fish,Aquaculture,487,20,60,CaCO3
Fish,Aquaculture,487,20,60,CaCO3
Fish,Aquaculture,487,20,60,CaCO3
Fish,Aquaculture,487,20,60,CaCO3
Fish,Aquaculture,487,20,60,CaCO3
Fish,Aquaculture,487,20,60,CaCO3
Fish,Aquaculture,487,20,60,CaCO3
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Insect,Agriculture,488,0.52,1.75,NO3-
Crustacean,Aquaculture,489,0,100,NaCl
Crustacean,Aquaculture,489,0,100,NaCl
Crustacean,Aquaculture,489,0,100,NaCl
Crustacean,"Tolerance, Mechanistic, Osmoreg",495,39.09,156.36,K+
Crustacean,"Tolerance, Mechanistic, Osmoreg",495,40.08,200.39999999999998,Ca2+
Crustacean,"Tolerance, Mechanistic, Osmoreg",495,24.31,72.92999999999999,Mg3+
Crustacean,"Tolerance, Mechanistic, Osmoreg",495,3.608,18.04,NH4+
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,4000,12000,NaCl
amphibian,Climate/Intrusion,498,3900,23400,NaCl
amphibian,Climate/Intrusion,498,3900,23400,NaCl
amphibian,Climate/Intrusion,498,3900,23400,NaCl
amphibian,Climate/Intrusion,498,500,12000,NaCl
amphibian,Climate/Intrusion,498,500,12000,NaCl
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Insect,Urban/Indust,499,1,3880,Cl-
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
Zooplankton,Road Salts,501,6.5,250,NaCl
amphibian,Road Salts,504,1,945,Cl-
amphibian,Road Salts,505,1,945,Cl-
amphibian,Road Salts,505,1,945,Cl-
amphibian,Road Salts,505,1,945,Cl-
Mollusca,Road Salts,507,27,777,Cl-
amphibian,Road Salts,507,27,777,Cl-
Mollusca,Road Salts,507,27,777,Cl-
Zooplankton,Road Salts,507,27,777,Cl-
Zooplankton,Road Salts,507,27,777,Cl-
Crustacean,Road Salts,507,27,777,Cl-
Mollusca,Road Salts,507,27,777,Cl-
Zooplankton,Road Salts,507,27,777,Cl-
amphibian,Road Salts,507,27,777,Cl-
Insect,Road Salts,508,0,20000,NaCl
amphibian,Fungus,509,0,5000,NaCl
Crustacean,Road Salts,510,0,10000,road salt
Insect,Road Salts,510,0,10000,road salt
Crustacean,Road Salts,510,0,10000,road salt
Insect,Road Salts,510,0,18825,road salt
Mollusca,Road Salts,510,0,10000,road salt
Mollusca,Road Salts,510,0,10000,road salt
Mollusca,Road Salts,510,0,10000,road salt
Mollusca,Road Salts,510,0,18825,road salt
Insect,Road Salts,510,0,10000,road salt
Insect,Road Salts,510,0,10000,road salt
Crustacean,Road Salts,510,0,10000,road salt
Insect,Road Salts,510,0,10000,road salt
Insect,Road Salts,510,0,10000,road salt
Insect,Road Salts,510,0,10000,road salt
Insect,Road Salts,511,0,10000,NaCl
Crustacean,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,0,10000,NaCl
Crustacean,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,0,10000,NaCl
Insect,Road Salts,511,11.86,12.66,Cl-
Zooplankton,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Fish,Road Salts,512,15,1000,NaCl
Crustacean,Road Salts,512,15,1000,NaCl
Mollusca,Road Salts,512,15,1000,NaCl
Zooplankton,Road Salts,512,15,1000,NaCl
Mollusca,Road Salts,512,15,1000,NaCl
Mollusca,Road Salts,512,15,1000,NaCl
Insect,Anthropogenic: Multiple sources,513,33.3,843,NaHCO3
Insect,Anthropogenic: Multiple sources,513,5.7,760,MgSO4
