"","DataID","RefID","Reviewer","Focal: Salt/Ion type (if known) OR Conductivity","Measurement","Units for salt concentration_original","SaltUnits","Minimum concentration_original","Maximum concentration_original","Rate of change in salt (if applicaple)","Temperature (C)","TempSingleValue/Min","TempMax","TempPlusMinus","MeasurementNotes","TempNotes","min.cond.corr.uScm","max.cond.corr.uScm"
"2037",2555,219,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0,35,NA,"25","25",NA,NA,NA,NA,0,35000
"2038",2556,219,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0,35,NA,"25","25",NA,NA,NA,NA,0,35000
"2039",2557,219,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0,35,NA,"25","25",NA,NA,NA,NA,0,35000
"2040",2558,219,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0,35,NA,"25","25",NA,NA,NA,NA,0,35000
"2041",2559,219,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0,35,NA,"25","25",NA,NA,NA,NA,0,35000
"2042",2560,219,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0,35,NA,"25","25",NA,NA,NA,NA,0,35000
"2043",2561,220,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.03,36,NA,"20","20",NA,NA,NA,NA,30,36000
"2044",2562,220,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.03,50,NA,"20","20",NA,NA,NA,NA,30,50000
"2045",2563,220,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.03,36,NA,"20","20",NA,NA,NA,NA,30,36000
"2046",2564,220,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.03,36,NA,"20","20",NA,NA,NA,NA,30,36000
"2047",2565,221,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2048",2566,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2049",2567,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2050",2568,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2051",2569,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2052",2570,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2053",2571,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2054",2572,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2055",2573,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2056",2574,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2057",2575,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2058",2576,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2059",2577,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2060",2578,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2061",2579,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2062",2580,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2063",2581,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2064",2582,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2065",2583,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2066",2584,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2067",2585,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2068",2586,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2069",2587,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2070",2588,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2071",2589,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2072",2590,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2073",2591,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2074",2592,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2075",2593,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2076",2594,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2077",2595,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2078",2596,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2079",2597,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2080",2598,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2081",2599,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2082",2600,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2083",2601,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2084",2602,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2085",2603,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2086",2604,222,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",1.7,46,"not specified","20 (+-2)","20","2)",NA,NA,NA,1700,46000
"2087",2605,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2088",2606,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2089",2607,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2090",2608,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2091",2609,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2092",2610,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2093",2611,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2094",2612,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2095",2613,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2096",2614,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2097",2615,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2098",2616,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2099",2617,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2100",2618,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2101",2619,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2102",2620,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2103",2621,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2104",2622,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2105",2623,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2106",2624,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2107",2625,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2108",2626,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2109",2627,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2110",2628,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2111",2629,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2112",2630,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2113",2631,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2114",2632,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2115",2633,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,30,NA,NA,NA,NA,NA,NA,NA,100,30000
"2116",2634,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2117",2635,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2118",2636,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2119",2637,229,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.1,20,NA,NA,NA,NA,NA,NA,NA,100,20000
"2120",2638,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2121",2639,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2122",2640,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2123",2641,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2124",2642,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2125",2643,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2126",2644,230,"Abigail","Conductivity","Conductivity","mS/cm","mS/cm",0.05,30,NA,"25","25",NA,NA,NA,NA,50,30000
"2127",2645,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2128",2646,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2129",2647,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2130",2648,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2131",2649,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2132",2650,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2133",2651,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2134",2652,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2135",2653,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2136",2654,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2137",2655,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2138",2656,231,"Abigail","Conductivity/Turbidity","Conductivity/Turbidity","mS/cm","mS/cm",0.05,35.5,NA,"25","25",NA,NA,NA,NA,50,35500
"2139",2657,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2140",2658,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2141",2659,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2142",2660,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2143",2661,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2144",2662,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2145",2663,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2146",2664,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2147",2665,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2148",2666,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2149",2667,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2150",2668,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2151",2669,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2152",2670,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2153",2671,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2154",2672,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2155",2673,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2156",2674,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2157",2675,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2158",2676,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2159",2677,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2160",2678,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2161",2679,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2162",2680,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2163",2681,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2164",2682,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2165",2683,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2166",2684,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2167",2685,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2168",2686,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2169",2687,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2170",2688,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2171",2689,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2172",2690,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.15,25,NA,"21","21",NA,NA,NA,NA,150,25000
"2173",2691,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2174",2692,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2175",2693,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2176",2694,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.62,15,NA,"15","15",NA,NA,NA,NA,620,15000
"2177",2695,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.1,15,NA,"15","15",NA,NA,NA,NA,100,15000
"2178",2696,268,"Rich","sodium chloride","NaCl","mS/cm","mS/cm",0.07,5,NA,"15","15",NA,NA,NA,NA,70,5000
"2179",2697,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2180",2698,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2181",2699,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2182",2700,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2183",2701,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2184",2702,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2185",2703,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2186",2704,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2187",2705,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2188",2706,271,"Lucy","Conductivity","Conductivity","mS/cm","mS/cm",5.5,76,NA,"20","20",NA,NA,NA,NA,5500,76000
"2189",2707,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2190",2708,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2191",2709,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2192",2710,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2193",2711,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2194",2712,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2195",2713,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2196",2714,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2197",2715,280,"Sally","conductivity","Conductivity","mS/cm","mS/cm",NA,NA,NA,"ambient","Ambient",NA,NA,NA,NA,NA,NA
"2198",2716,306,"Rich","conductivity","Conductivity","mS/cm","mS/cm",1.68,8.5,NA,NA,NA,NA,NA,NA,NA,1680,8500
"2199",2717,306,"Rich","conductivity","Conductivity","mS/cm","mS/cm",1.68,8.5,NA,NA,NA,NA,NA,NA,NA,1680,8500
"2200",2718,306,"Rich","conductivity","Conductivity","mS/cm","mS/cm",1.68,8.5,NA,NA,NA,NA,NA,NA,NA,1680,8500
"2201",2719,366,"Sally","conductivity","Conductivity","mS/cm","mS/cm",6.4,31,NA,NA,NA,NA,NA,NA,NA,6400,31000
"2202",2720,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2203",2721,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2204",2722,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2205",2723,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2206",2724,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2207",2725,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2208",2726,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2209",2727,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2210",2728,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2211",2729,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2212",2730,543,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.47,7,NA,"13.8-16.2","13.8","16.2",NA,NA,NA,470,7000
"2213",2731,546,"Rich","Synthetic marine salts","Synthetic marine salts","mS/cm","mS/cm",0.2,28.4,NA,"17","17",NA,NA,NA,NA,200,28400
"2214",2732,546,"Rich","Synthetic marine salts","Synthetic marine salts","mS/cm","mS/cm",0.2,28.4,NA,"17","17",NA,NA,NA,NA,200,28400
"2215",2733,546,"Rich","Synthetic marine salts","Synthetic marine salts","mS/cm","mS/cm",0.26,6.4,NA,"17","17",NA,NA,NA,NA,260,6400
"2216",2734,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2217",2735,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2218",2736,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2219",2737,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2220",2738,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2221",2739,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2222",2740,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2223",2741,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
"2224",2742,548,"Rich","NaCl","NaCl","mS/cm","mS/cm",0.38,5.06,NA,"10.5","10.5",NA,NA,NA,NA,380,5060
